story_id,factuality,bias,NL_grammar_mechanics_check,FOL,proof_correctness,Corrected Premises - NL,Premises - NL,Conclusions - NL,Corrected Conclusions - NL,Truth Value,"Premises 
used",Derivation,Derivation - Corrected,"Derivation 
index",Inference rule,Premises - FOL - corrected - optimized,Premises - FOL - corrected,Premises - FOL,Corrected Conclusions - FOL  - optimized,Corrected Conclusion - FOL ,Conclusion - FOL,comment on FOL,comment on Bias
333,,,,,,"If people have a lot of music decorations in their rooms, they cannot pack and move out of their rooms very easily.
If people have high ambitions and future career goals, then they can pack and move out of their rooms very easily.
If people are big fans of pop bands and singers, then they have a lot of music decorations in their room.
All young teenage girls who attend music festival frequently are big fans of pop bands and singers.
If Sam has high ambitions and future career goals, then Sam is a big fan of pop bands and singers.","If people have a lot of music decorations in their room, they cannot pack and move out of their rooms very easily.
If people have high ambitions and future career goals, then they can pack and move out of their rooms very easily.
If people are big fans of pop bands and singers, then they have a lot of music decorations in their room.
All young teenage girls who attend college are big fans of pop bands and singers.
If Sam has high ambitions and future career goals, then Sam is a big fan of pop bands and singers.",Sam is a big fan of pop bands and singers.,Sam is a big fan of pop bands and singers.,"U
",,,,,,,"∀x (MusicDecorationsInRoom(x) → ¬MoveOutEasily(x))
∀x (Ambitious(x) → MoveOutEasily(x))
∀x (BigFanOfMusic(x) → MusicDecorationsInRoom(x))
∀x (YoungTeenageGirlAttendingFestival(x) → BigFanOfMusic(x))
Ambitious(sam) → BigFanOfMusic(sam)","∀x (MusicDecorationsInRoom(x) → ¬MoveOutEasily(x))
∀x (Ambitious(x) → MoveOutEasily(x))
∀x (BigFanOfMusic(x) → MusicDecorationsInRoom(x))
∀x (YoungTeenageGirlAttendingCollege(x) → Ambitious(x))
Ambitious(sam) → BigFanOfMusic(sam)",BigFanOfMusic(sam),BigFanOfMusic(sam),BigFanOfMusic(sam),,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
333,,,,,,"If people have a lot of music decorations in their rooms, they cannot pack and move out of their rooms very easily.
If people have high ambitions and future career goals, then they can pack and move out of their rooms very easily.
If people are big fans of pop bands and singers, then they have a lot of music decorations in their room.
All young teenage girls who attend music festival frequently are big fans of pop bands and singers.
If Sam has high ambitions and future career goals, then Sam is a big fan of pop bands and singers.","If people have a lot of music decorations in their room, they cannot pack and move out of their rooms very easily.
If people have high ambitions and future career goals, then they can pack and move out of their rooms very easily.
If people are big fans of pop bands and singers, then they have a lot of music decorations in their room.
All young teenage girls who attend college are big fans of pop bands and singers.
If Sam has high ambitions and future career goals, then Sam is a big fan of pop bands and singers.",Sam neither has high ambitions and future career goals nor is she a young teenage girl attending college.,Sam neither has high ambitions and future career goals nor is she a young teenage girl attending music festival frequently,"T
",,,,,,,"∀x (MusicDecorationsInRoom(x) → ¬MoveOutEasily(x))
∀x (Ambitious(x) → MoveOutEasily(x))
∀x (BigFanOfMusic(x) → MusicDecorationsInRoom(x))
∀x (YoungTeenageGirlAttendingFestival(x) → BigFanOfMusic(x))
Ambitious(sam) → BigFanOfMusic(sam)","∀x (MusicDecorationsInRoom(x) → ¬MoveOutEasily(x))
∀x (Ambitious(x) → MoveOutEasily(x))
∀x (BigFanOfMusic(x) → MusicDecorationsInRoom(x))
∀x (YoungTeenageGirlAttendingCollege(x) → Ambitious(x))
Ambitious(sam) → BigFanOfMusic(sam)","¬(Ambitious(sam) ∨ (Attend(sam, festival) ∧ YoungTeenageGirl(sam)))",¬(Ambitious(sam) ∨ YoungTeenageGirlAttendingFestival(sam)),¬(Ambitious(sam) ∨ YoungTeenageGirlAttendingCollege(sam)),,
,,,,,,,,,,,5,Sam is not very ambitious or Sam is a big fan of music.,Sam is not very ambitious or Sam is a big fan of music.,D1,material implication,,,,,,,,
,,,,,,,,,,,"1, 3","If someone is a big fan of music, then they cannot pack and move out easily.","If someone is a big fan of music, then they cannot pack and move out easily.",D2,hypothetical syllogism,,,,,,,,
,,,,,,,,,,,2,"If someone cannot pack and move out easily, then they are not very ambitious.","If someone cannot pack and move out easily, then they are not very ambitious.",D3,transposition,,,,,,,,
,,,,,,,,,,,"D3, D2","If someone is a big fan of music, then are not very ambitious.","If someone is a big fan of music, then are not very ambitious.",D4,hypothetical syllogism,,,,,,,,
,,,,,,,,,,,D4,Someone is not a big fan of music or is not very ambitious. ,Someone is not a big fan of music or is not very ambitious. ,D5,material implication,,,,,,,,
,,,,,,,,,,,D5,Sam is not a big fan of music or is not very ambitious. ,Sam is not a big fan of music or is not very ambitious. ,D6,universal instantiation,,,,,,,,
,,,,,,,,,,,"D5, D1",Sam is not very ambitious.,Sam is not very ambitious.,D7,NA,,,,,,,,
,,,,,,,,,,,4,"If someone is not very ambitious, then they are not young teenage girls who attend college.","If someone is not very ambitious, then they are not young teenage girls who attend music festivals frequently.",D8,transposition,,,,,,,,
,,,,,,,,,,,"D6, D7",Sam is not a young teenage girl who attends college.,Sam is not a young teenage girl who attends music festivals frequently.,D9,universal instantiation,,,,,,,,
,,,,,,,,,,,"D7, D9",Sam is not very ambitious and is not a young teenage girl who attends college.,Sam is not very ambitious and is not a young teenage girl who attends music festivals frequently.,D10,conjunction introduction,,,,,,,,
333,,,,,,"If people have a lot of music decorations in their rooms, they cannot pack and move out of their rooms very easily.
If people have high ambitions and future career goals, then they can pack and move out of their rooms very easily.
If people are big fans of pop bands and singers, then they have a lot of music decorations in their room.
All young teenage girls who attend music festival frequently are big fans of pop bands and singers.
If Sam has high ambitions and future career goals, then Sam is a big fan of pop bands and singers.","If people have a lot of music decorations in their room, they cannot pack and move out of their rooms very easily.
If people have high ambitions and future career goals, then they can pack and move out of their rooms very easily.
If people are big fans of pop bands and singers, then they have a lot of music decorations in their room.
All young teenage girls who attend college are big fans of pop bands and singers.
If Sam has high ambitions and future career goals, then Sam is a big fan of pop bands and singers.",Sam has high ambitions and future career goals and is a young teenage girl attending college.,Sam has high ambitions and future career goals and is a young teenage girl attending music festival frequently.,"F
",,,,,,,"∀x (MusicDecorationsInRoom(x) → ¬MoveOutEasily(x))
∀x (Ambitious(x) → MoveOutEasily(x))
∀x (BigFanOfMusic(x) → MusicDecorationsInRoom(x))
∀x (YoungTeenageGirlAttendingFestival(x) → BigFanOfMusic(x))
Ambitious(sam) → BigFanOfMusic(sam)","∀x (MusicDecorationsInRoom(x) → ¬MoveOutEasily(x))
∀x (Ambitious(x) → MoveOutEasily(x))
∀x (BigFanOfMusic(x) → MusicDecorationsInRoom(x))
∀x (YoungTeenageGirlAttendingCollege(x) → Ambitious(x))
Ambitious(sam) → BigFanOfMusic(sam)","Ambitious(sam) ∧ Attend(sam, festival) ∧ YoungTeenageGirl(sam)",Ambitious(sam) ∧ YoungTeenageGirlAttendingFestival(sam),Ambitious(sam) ∧ YoungTeenageGirlAttendingCollege(sam),,
,,,,,,,,,,,5,Sam is not very ambitious or Sam is a big fan of music.,Sam is not very ambitious or Sam is a big fan of music.,D1,material implication,,,,,,,,
,,,,,,,,,,,"1, 3","If someone is a big fan of music, then they cannot pack and move out easily.","If someone is a big fan of music, then they cannot pack and move out easily.",D2,hypothetical syllogism,,,,,,,,
,,,,,,,,,,,2,"If someone cannot pack and move out easily, then they are not very ambitious.","If someone cannot pack and move out easily, then they are not very ambitious.",D3,transposition,,,,,,,,
,,,,,,,,,,,"D3, D2","If someone is a big fan of music, then are not very ambitious.","If someone is a big fan of music, then are not very ambitious.",D4,hypothetical syllogism,,,,,,,,
,,,,,,,,,,,D4,Someone is not a big fan of music or is not very ambitious. ,Someone is not a big fan of music or is not very ambitious. ,D5,material implication,,,,,,,,
,,,,,,,,,,,D5,Sam is not a big fan of music or is not very ambitious. ,Sam is not a big fan of music or is not very ambitious. ,D6,universal instantiation,,,,,,,,
,,,,,,,,,,,"D5, D1",Sam is not very ambitious.,Sam is not very ambitious.,D7,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
333,,,,,,,"If people have a lot of music decorations in their room, they cannot pack and move out of their rooms very easily.
If people have high ambitions and future career goals, then they can pack and move out of their rooms very easily.
If people are big fans of pop bands and singers, then they have a lot of music decorations in their room.
All young teenage girls who attend college are big fans of pop bands and singers.
If Sam has high ambitions and future career goals, then Sam is a big fan of pop bands and singers.",Sam has high ambitions and future career goals and is a young teenage girl attending college.,,"F
",,,,,,,"∀x (MusicDecorationsInRoom(x) → ¬MoveOutEasily(x))
∀x (Ambitious(x) → MoveOutEasily(x))
∀x (BigFanOfMusic(x) → MusicDecorationsInRoom(x))
∀x (YoungTeenageGirlAttendingFestival(x) → BigFanOfMusic(x))
Ambitious(sam) → BigFanOfMusic(sam)","∀x (MusicDecorationsInRoom(x) → ¬MoveOutEasily(x))
∀x (Ambitious(x) → MoveOutEasily(x))
∀x (BigFanOfMusic(x) → MusicDecorationsInRoom(x))
∀x (YoungTeenageGirlAttendingCollege(x) → Ambitious(x))
Ambitious(sam) → BigFanOfMusic(sam)","Ambitious(sam) ∧ Attend(sam, festival) ∧ YoungTeenageGirl(sam)",Ambitious(sam) ∧ YoungTeenageGirlAttendingFestival(sam),Ambitious(sam) ∧ YoungTeenageGirlAttendingCollege(sam),,
,,,,,,,,Sam has high ambitions and future career goals and is a young teenage girl attending music festival frequently.,,,5,Sam is not very ambitious or Sam is a big fan of music.,Sam is not very ambitious or Sam is a big fan of music.,D1,material implication,,,,,,,,
,,,,,,,,,,,"1, 3","If someone is a big fan of music, then they cannot pack and move out easily.","If someone is a big fan of music, then they cannot pack and move out easily.",D2,hypothetical syllogism,,,,,,,,
,,,,,,,,,,,2,"If someone cannot pack and move out easily, then they are not very ambitious.","If someone cannot pack and move out easily, then they are not very ambitious.",D3,transposition,,,,,,,,
,,,,,,,,,,,"D3, D2","If someone is a big fan of music, then are not very ambitious.","If someone is a big fan of music, then are not very ambitious.",D4,hypothetical syllogism,,,,,,,,
,,,,,,,,,,,D4,Someone is not a big fan of music or is not very ambitious. ,Someone is not a big fan of music or is not very ambitious. ,D5,material implication,,,,,,,,
,,,,,,,,,,,D5,Sam is not a big fan of music or is not very ambitious. ,Sam is not a big fan of music or is not very ambitious. ,D6,universal instantiation,,,,,,,,
,,,,,,,,,,,"D5, D1",Sam is not very ambitious.,Sam is not very ambitious.,D7,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
333,,,,,,,"If people have a lot of music decorations in their room, they cannot pack and move out of their rooms very easily.
If people have high ambitions and future career goals, then they can pack and move out of their rooms very easily.
If people are big fans of pop bands and singers, then they have a lot of music decorations in their room.
All young teenage girls who attend college are big fans of pop bands and singers.
If Sam has high ambitions and future career goals, then Sam is a big fan of pop bands and singers.","If Sam is a young teenage girl attending college, then Sam either does not have high ambitions and future career goals or is a big fan of pop bands and singers.",,"T
",,,,,,,"∀x (MusicDecorationsInRoom(x) → ¬MoveOutEasily(x))
∀x (Ambitious(x) → MoveOutEasily(x))
∀x (BigFanOfMusic(x) → MusicDecorationsInRoom(x))
∀x (YoungTeenageGirlAttendingFestival(x) → BigFanOfMusic(x))
Ambitious(sam) → BigFanOfMusic(sam)","∀x (MusicDecorationsInRoom(x) → ¬MoveOutEasily(x))
∀x (Ambitious(x) → MoveOutEasily(x))
∀x (BigFanOfMusic(x) → MusicDecorationsInRoom(x))
∀x (YoungTeenageGirlAttendingCollege(x) → Ambitious(x))
Ambitious(sam) → BigFanOfMusic(sam)","Attend(sam, festival) ∧ YoungTeenageGirl(sam) → ¬(Ambitious(sam) ∨ BigFanOfMusic(sam))",YoungTeenageGirlAttendingFestival(sam) → ¬(Ambitious(sam) ∨ BigFanOfMusic(sam)),YoungTeenageGirlAttendingCollege(sam) → ¬(Ambitious(sam) ∨ BigFanOfMusic(sam)),,
,,,,,,,,"If Sam is a young teenage girl attending music festival frequently, then Sam either does not have high ambitions and future career goals or is a big fan of pop bands and singers.",,,5,Sam is not very ambitious or Sam is a big fan of music.,Sam is not very ambitious or Sam is a big fan of music.,D1,material implication,,,,,,,,
,,,,,,,,,,,"1, 3","If someone is a big fan of music, then they cannot pack and move out easily.","If someone is a big fan of music, then they cannot pack and move out easily.",D2,hypothetical syllogism,,,,,,,,
