story_id,Truth Value,Premises used,Derivation,Derivation - Corrected,Derivation index,Inference rule
,,D6,,Lily eats protein bars at least twice a day or prefers running.,D7,disjunction introduction
,,"D6, 3",,Lily's workouts focus on endurance.,D8,universal instantiation and modus ponens
,,"D3, D8",,Lily's workouts do not focus on building muscle and focus on endurance.,D9,conjunction introduction
,,"D7, D9",,"Lily eats protein bars at least twice a day or prefers running, and Lily's workouts do not focus on building muscle and focus on endurance.",D10,conjunction introduction
361,"U
",,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
361,"F
",,,,,
,,"1, 3",It is impossible that someone spills a lot of food on his or her clothes and is not the only child,People do not both spill a lot of food on their clothing and are cleanly.,D0,conjunction introduction
,,"D0, 6",Peter does not spill a lot of food on his clothes and is not the only child,Peter does not spill a lot of food on their clothing and is not cleanly. ,D1,disjunctive syllogism
,,D1,Peter does not spill a lot of food on his clothes,Peter does not spill a lot of food on their clothing.,D2,conjunction elimination
,,"D2, 2",Peter is not a foodie,Peter is not a foodie.,D3,modus tollens
,,D3,Peter is not the only child,Peter is not cleanly.,D4,conjunction elimination
,,"D4, 4",Peter's parents are not busy,Peter does not value order and spotlessness.,D5,modus tollens
,,D5,Peter's family does not have high income,Peter's family does not value order and spotlessness.,D6,modus tollens
,,"D3, D6",Peter is not a foodie and his family does not have high income,Peter is not a foodie and Peter's family does not value order and spotlessness.,D7,conjunction introduction
,,,,,,
,,,,,,
361,T,,,,,
,,"1, 3",It is impossible that someone spills a lot of food on his or her clothes and is not the only child,People do not both spill a lot of food on their clothing and are cleanly.,D0,conjunction introduction
,,"D0, 6",Peter does not spill a lot of food on his clothes and is not the only child,Peter does not spill a lot of food on their clothing and is not cleanly. ,D1,disjunctive syllogism
,,D1,Peter does not spill a lot of food on his clothes,Peter does not spill a lot of food on their clothing.,D2,conjunction elimination
,,"D2, 2",Peter is not a foodie,Peter is not a foodie.,D3,modus tollens
,,D1,Peter is not the only child,Peter is not cleanly.,D4,conjunction elimination
,,"D4, 4",Peter's parents are not busy,Peter does not value order and spotlessness.,D5,modus tollens
,,D5,Peter's family does not have high income,Peter's family does not value order and spotlessness.,D6,modus tollens
,,"D3, D6",Peter is not a foodie and his family does not have high income,Peter is not a foodie and Peter's family does not value order and spotlessness.,D7,conjunction introduction
,,D7,Peter is either a foodie who goes out frequently to find new food restaurants to try and belong to a household with a high net income or he is a foodie who goes out frequently to find new food restaurants to try nor belongs to a household with a high net income.,Either Peter is a clumsy foodie who goes out frequently to find new food restaurants to try and Peter's family values order and spotlessness or Peter is not a clumsy foodie who goes out frequently to find new food restaurants to try and Peter's family does not value order and spotlessness. ,D8,disjunction introduction
,,,,,,
362,"U
",,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
362,T,,,,,
,,1,"If people do not invest in the public stock market regularly, then they enjoy gambling regularly","If people who like financial risks do not invest in the public stock market regularly, then they enjoy gambling regularly.",D1,disjunctive syllogism
,,"D1, 6",Matt enjoys gambling regularly,Matt enjoys gambling regularly.,D2,universal instantiation
,,"D2, 3",Matt spends a lot of money at casinos or other betting games,Matt spends a lot of money at casinos and other betting games.,D3,universal instantiation
,,"D3, 5",Matt has a lot of disposable income to spend,Matt is at risk of gambling addiction.,D4,universal instantiation
,,"D4, 6",Matt has a lot of disposable income to spend and does not invest in the public stock market regularly,Matt is at risk of gambling addiction and does not invest in the public stock market regularly.,D5,conjunction introduction
,,D5,Matt either has a lot of disposable income to spend or invest in the public stock market regularly,Matt either is at risk of gambling addiction or invests in the public stock market regularly.,D6,disjunction introduction
,,D6,"If Matt is either both a person who has a lot of disposable income to spend and invests in the public stock market regularly, or neither has a lot of disposable income to spend nor invests in the public stock market regularly, then Matt neither visits the Las Vegas Strip regularly nor reads the Wall Street Journal and other newspapers regularly to keep updated on the financial metrics.","If Matt is either both a person who is at risk of gambling addiction and invests in the public stock market regularly, or neither is at risk of gambling addiction nor invests in the public stock market regularly, then Matt neither would enjoy visiting the Las Vegas Strip nor reads the Wall Street Journal and other newspapers regularly to keep updated on the financial metrics.",D7,disjunction introduction
,,,,,,
,,,,,,
,,,,,,
362,F,,,,,
,,1,"If people do not invest in the public stock market regularly, then they enjoy gambling regularly","If people who like financial risks do not invest in the public stock market regularly, then they enjoy gambling regularly.",D1,disjunctive syllogism
,,"D1, 6",Matt enjoys gambling regularly,Matt enjoys gambling regularly.,D2,universal instantiation
,,"D2, 3",Matt spends a lot of money at casinos or other betting games,Matt spends a lot of money at casinos and other betting games.,D3,universal instantiation
,,"D3, 5",Matt has a lot of disposable income to spend,Matt is at risk of gambling addiction.,D4,universal instantiation
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
363,"U
",,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
363,"F
",,,,,
,,"6, 5","Remy either both often goes to bed without thinking about work and does not often go to bed without thinking about work, or they do not often go to bed without thinking about work nor easily blur the line between work and home life.","A mixture either contains only one element and does not contain only one element, or does not contain only one element and is not a chemical compound.",D1,universal instantiation
,,D1,Remy does not often go to bed without thinking about work nor easily blur the line between work and home life.,A mixture does not contain only one element and is not a chemical compound.,D2,disjunctive syllogism
,,D2,Remy does not easily blur the line between work and home life.,A mixture is not a chemical compound.,D3,conjunction elimination
,,"D3, 3",Remy does not work regularly and often at home.,A mixture is not an organic compound.,D4,modus tollens
,,"D4, 1",Remy does not own a large desktop monitor at her home,A mixture is not a hydrocarbon.,D5,modus tollens
,,"D5, 2",Remy does not have a home office.,A mixture is not an alkane.,D6,modus tollens
,,D6,Remy does not have a home office or does not often visit office supply store,A mixture is not an alkane and does not contain carbon.,D7,disjunction introduction
,,,,,,
,,,,,,
,,,,,,
363,T,,,,,
,,"5, 6",Remy does not often go to bed without thinking about work and does not easily blur the line between work and home life.,A mixture does not contain only one element and is not a chemical compound.,D1,disjunctive syllogism
,,D1,Remy does not easily blur the line between work and home life.,A mixture is not a chemical compound.,D2,conjunction elimination
,,"1, 2",All people who have a fully stocked and impressive home office are people who work regularly and often at home.,All alkanes are organic compounds.,D3,hypothetical syllogism
,,"D3, 3",All people who have a fully stocked and impressive home office are people who easily blur the line between work and home life.,All alkanes are chemical compounds.,D4,hypothetical syllogism
,,D4,All people who do not easily blur the line between work and home life do not have a fully stocked and impressive home office,"If something is not a chemical compound, it is not an alkane.",D5,transposition
,,D2,Remy does not have a fully stocked and impressive home office,A mixture is not an alkane.,D6,universal instantiation
,,"D2, D6",Remy does not easily blur the line between work and home life and does not have a fully stocked and impressive home office,A mixture is not a chemical compound and is not an alkane.,D7,conjunction introduction
,,D7,"If Remy either often goes to bed without thinking about work or visits the office supply store regularly, then Remy neither easily blurs the line between work and home life nor has a fully stocked and impressive home office.","If a mixture is either a chemical compound or contains carbon, then a mixture neither is a chemical compound nor is an alkane.",D8,disjunction introduction
,,,,,,
,,,,,,
364,"U
",,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
364,"F
",,,,,
,,"5, 3",All busy people order takeout,,D1,hypothetical syllogism
,,4,All people who order takeout at least once a day are not people in this neighborhood who own at least one coffeemaker and one blender in their home,,D8,transposition
,,"D1, D8",All busy people do not have kitchen appliance,,D2,hypothetical syllogism
,,1,All people who are not addicted to caffeine do not visit coffee shop regularly,,D3,transposition
,,"D3, 2",All people who are not addicted to caffeine order takeout,,D4,disjunctive syllogism
,,"D4, D8",All people who are not addicted to caffeine do not have kitchen appliance,,D5,hypothetical syllogism
,,"D2, D5, 6","Sam is either both addicted to coffee or do not have kitchen appliance, or he is neither addicted to coffee and other caffeinated drinks nor have kitchen appliance",,D6,universal instantiation
,,D6,Sam does not have kitchen appliance,,D7,disjunctive syllogism
,,,,,,
,,,,,,
,,,,,,
364,T,,,,,
,,"5, 3",All busy people order takeout,,D1,hypothetical syllogism
,,4,All people who order takeout at least once a day are not people in this neighborhood who own at least one coffeemaker and one blender in their home,,D8,transposition
,,"D1, D8",All busy people do not have kitchen appliance,,D2,hypothetical syllogism
,,1,All people who are not addicted to caffeine do not visit coffee shop regularly,,D3,transposition
,,"D3, 2",All people who are not addicted to caffeine order takeout,,D4,disjunctive syllogism
,,"D4, D8",All people who are not addicted to caffeine do not have kitchen appliance,,D5,hypothetical syllogism
,,"D2, D5, 6","Sam is either both addicted to coffee or order takeout, or he order takeout and is not busy",,D6,universal instantiation
,,D6,Sam order takeout,,D7,disjunctive syllogism
,,D7,Sam order takeout or has kitchen appliance,,D9,disjunction introduction
,,,,,,
,,,,,,
365,F,,,,,
,,4,All people who don't have packed schedule do not live in small town,,D1,transposition
,,5,"If people in this neighborhood do not have at least one child and live in small towns, they did not grow up as only children and have a close-knit family during their childhood",,D9,transposition
,,"D1, D9",All people who don't have packed schedule do not have a close-knit family,,D2,hypothetical syllogism
,,"2, 1",All people who start new diets do not shop at Stop and Shop regularly,,D3,hypothetical syllogism
,,3,All people in this neighborhood who do not shop at Stop and Shop regularly do not constantly have packed schedules and live close to a Stop and Shop location,,D10,transposition
,,"D3, D10",All people who start new diets do not have packed schedule,,D4,hypothetical syllogism
,,"D4, D2",All people who start new diets do not have a close-knit family,,D6,hypothetical syllogism
,,"D2, D6, 6",Susan does not have a close-knit family or Susan does not have a close-knit family ,,D7,universal instantiation
,,D7,Susan does not have a close-knit family,,D8,idempotent
,,,,,,
,,,,,,
,,,,,,
365,U,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
365,T,,,,,
,,4,All people who don't have packed schedule do not live in small town,,D1,transposition
,,5,"If people in this neighborhood do not have at least one child and live in small towns, they did not grow up as only children and have a close-knit family during their childhood",,D2,transposition
,,"D1, D2",All people who don't have packed schedule do not have a close-knit family,,D3,hypothetical syllogism
,,"2, 1",All people who start new diets do not shop at Stop and Shop regularly,,D4,hypothetical syllogism
,,3,All people in this neighborhood who do not shop at Stop and Shop regularly do not constantly have packed schedules and live close to a Stop and Shop location,,D5,transposition
,,"D4, D5",All people who start new diets do not have packed schedule,,D6,hypothetical syllogism
,,"D3, D6",All people who start new diets do not have a close-knit family,,D7,hypothetical syllogism
,,"D3, D7, 6",Susan does not have a close-knit family or Susan does not have a close-knit family ,,D8,universal instantiation and modus ponens
